"start_node","end_node","weight","start_node_degree","end_node_degree"
"chr10:115884299","chr10:115996363",10,3,1
"chr10:116024374","chr10:116029443",1,2,1
"chr10:116024374","chr10:116062063",12,2,1
"chr10:116310293","chr10:116310389",1,3,1
"chr10:116310293","chr10:116310670",1,3,5
"chr10:116310539","chr10:116310670",349,3,5
"chr10:116310539","chr10:116310676",1,3,1
"chr10:116337223","chr10:116339939",5,1,1
"chr10:116363855","chr10:116373125",1,3,1
"chr10:116363855","chr10:116417357",1,3,6
"chr10:116385011","chr10:116417357",1,2,6
"chr10:116385081","chr10:116416385",2,4,2
"chr10:116385081","chr10:116417357",5,4,6
"chr10:116755557","chr10:116764093",1,3,1
"chr10:116755557","chr10:116773301",3,3,3
"chr10:116887182","chr10:116888808",1,2,1
"chr10:116887182","chr10:116888920",1673,2,1
"chr10:116898956","chr10:116899610",2,1,1
"chr10:117053205","chr10:117053333",55,1,1
"chr10:117062653","chr10:117063449",2,3,1
"chr10:117062653","chr10:117086034",1,3,2
"chr10:117063496","chr10:117063623",5,2,1
"chr10:117063496","chr10:117063630",1,2,1
"chr10:117185373","chr10:117191686",1,3,1
"chr10:117185373","chr10:117191839",40,3,3
"chr10:117988180","chr10:117992738",2,1,1
"chr10:118968409","chr10:118972721",1,2,1
"chr10:118968409","chr10:119042113",1,2,1
"chr10:118976736","chr10:119005058",1,1,1
"chr10:119815813","chr10:119851048",1,2,1
"chr10:119815813","chr10:119851876",1,2,1
"chr10:119886022","chr10:119886136",1,3,1
"chr10:119886022","chr10:119890737",2,3,2
"chr10:120053515","chr10:120056655",3,1,1
"chr10:120056690","chr10:120057910",5,3,1
"chr10:120056690","chr10:120060538",1,3,4
"chr10:120059788","chr10:120060524",554,3,1
"chr10:120059788","chr10:120060538",6,3,4
"chr10:121093470","chr10:121114807",1,2,1
"chr10:121093470","chr10:121114838",1,2,1
"chr10:121194551","chr10:121195811",3,4,1
"chr10:121194551","chr10:121200360",3,4,1
"chr10:121194551","chr10:121201049",7,4,2
"chr10:121576116","chr10:121576257",1,1,1
"chr10:121599185","chr10:121607416",14,6,6
"chr10:121599185","chr10:121608844",3,6,2
"chr10:121599185","chr10:121608847",3,6,4
"chr10:121599190","chr10:121607416",44,4,6
"chr10:121599190","chr10:121608847",3,4,4
"chr10:121599194","chr10:121607416",23,3,6
"chr10:121599194","chr10:121608852",2,3,1
"chr10:121932000","chr10:121932252",4,4,4
"chr10:121932000","chr10:121932804",104,4,5
"chr10:121932133","chr10:121932252",7,4,4
"chr10:121932133","chr10:121932804",9,4,5
"chr10:122628165","chr10:122628318",1,3,1
"chr10:122628165","chr10:122628528",2,3,1
"chr10:122628165","chr10:122628827",3,3,1
"chr10:122702615","chr10:122713802",2,2,1
"chr10:122702615","chr10:122736328",1,2,1
"chr10:122982844","chr10:122999497",1,2,2
"chr10:123017706","chr10:123032215",1,2,1
"chr10:123017706","chr10:123032731",15,2,1
"chr10:123101447","chr10:123266616",4,3,1
"chr10:123101447","chr10:123429398",5,3,3
"chr10:123541730","chr10:123574808",1,2,2
"chr10:125130714","chr10:125137825",1,1,1
"chr10:125137951","chr10:125175007",18,6,2
"chr10:125137951","chr10:125177649",1,6,3
"chr10:125137951","chr10:125213343",1,6,3
"chr10:125177720","chr10:125225155",2,2,4
"chr10:125213448","chr10:125224397",1,3,1
"chr10:125213448","chr10:125225155",1,3,4
"chr10:126876969","chr10:126877086",1,2,1
"chr10:126876969","chr10:126877575",2,2,1
"chr10:126880739","chr10:126880865",1,2,1
"chr10:126880739","chr10:126880894",88,2,1
"chr10:126880997","chr10:126881147",233,3,1
"chr10:126880997","chr10:126883174",2,3,2
"chr10:126899629","chr10:126900088",2,3,1
"chr10:126899629","chr10:126900453",1,3,3
"chr10:126905383","chr10:126905675",1,2,1
"chr10:126905383","chr10:126905983",1,2,1
"chr10:126925228","chr10:126926010",3,1,1
"chr10:127003412","chr10:127003569",7,3,1
"chr10:127003412","chr10:127005612",1,3,4
"chr10:127003751","chr10:127003921",1,5,1
"chr10:127003751","chr10:127004164",44,5,1
"chr10:127003751","chr10:127004448",1,5,1
"chr10:127003751","chr10:127005612",6,5,4
"chr10:127006038","chr10:127006459",1,2,1
"chr10:127006038","chr10:127006472",1,2,1
"chr10:127023192","chr10:127023663",1,2,1
"chr10:127023192","chr10:127024119",6,2,1
"chr10:127030504","chr10:127031562",34,2,3
"chr10:127035014","chr10:127035181",3,1,1
"chr10:127103352","chr10:127110582",8,1,1
"chr10:127110925","chr10:127111099",1,2,1
"chr10:127110925","chr10:127111692",3,2,1
"chr10:127131348","chr10:127131591",52,2,1
"chr10:127131348","chr10:127131595",1,2,1
"chr10:127132503","chr10:127132585",23,4,2
"chr10:127132503","chr10:127132741",5,4,3
"chr10:127226297","chr10:127235994",435,4,3
"chr10:127226297","chr10:127280144",9,4,18
"chr10:127226589","chr10:127228142",1,1,1
"chr10:127236063","chr10:127254379",2,7,1
"chr10:127236063","chr10:127265586",1,7,7
"chr10:127236063","chr10:127278999",1,7,13
"chr10:127236063","chr10:127280144",113,7,18
"chr10:127250610","chr10:127310522",1,2,3
"chr10:127256306","chr10:127257028",10,7,1
"chr10:127256306","chr10:127265586",2,7,7
"chr10:127256306","chr10:127278999",13,7,13
"chr10:127256306","chr10:127280144",46,7,18
"chr10:127256726","chr10:127280144",2,2,18
"chr10:127257218","chr10:127278999",4,4,13
"chr10:127257218","chr10:127280144",25,4,18
"chr10:127257236","chr10:127257929",1,12,1
"chr10:127257236","chr10:127265586",1,12,7
"chr10:127257236","chr10:127266580",2,12,4
"chr10:127257236","chr10:127278999",20,12,13
"chr10:127257236","chr10:127279003",1,12,1
"chr10:127257236","chr10:127280144",98,12,18
"chr10:127257236","chr10:127287860",1,12,4
"chr10:127265718","chr10:127266580",3,6,4
"chr10:127265718","chr10:127278999",2,6,13
"chr10:127265718","chr10:127280144",1,6,18
"chr10:127280345","chr10:127287860",160,2,4
"chr10:127287903","chr10:127288560",215,1,1
"chr10:127295445","chr10:127298056",2,1,1
"chr10:127312568","chr10:127317561",2,1,1
"chr10:127333129","chr10:127333409",3,1,1
"chr10:127356985","chr10:127357741",1,3,1
"chr10:127356985","chr10:127358156",1,3,2
"chr10:127503253","chr10:127504286",44,3,4
"chr10:127503253","chr10:127512387",2,3,1
"chr10:127871553","chr10:127872357",101,2,3
"chr10:127911232","chr10:127911935",10,1,1
"chr10:128159569","chr10:128160771",1,2,1
"chr10:128159569","chr10:128161932",6,2,1
"chr10:128162543","chr10:128162886",2576,2,1
"chr10:128162543","chr10:128162911",1,2,1
"chr10:128199661","chr10:128200273",5,4,3
"chr10:128199661","chr10:128200891",1,4,3
"chr10:128204023","chr10:128204387",1,2,1
"chr10:128204023","chr10:128204566",1,2,1
"chr10:128244706","chr10:128245115",2,1,1
"chr10:128245218","chr10:128245604",6,1,1
"chr10:128251171","chr10:128259087",1,3,1
"chr10:128251171","chr10:128264459",6,3,3
"chr10:128264573","chr10:128271181",5,3,1
"chr10:128264573","chr10:128272336",2,3,3
"chr10:128299643","chr10:128299735",6,1,1
"chr10:128301376","chr10:128301475",1,2,1
"chr10:128301376","chr10:128304663",15,2,1
"chr10:128316874","chr10:128317951",1,2,3
"chr10:128323887","chr10:128324162",1,3,1
"chr10:128323887","chr10:128324764",10,3,3
"chr10:128326903","chr10:128327154",6,6,1
"chr10:128326903","chr10:128327158",93,6,1
"chr10:128326903","chr10:128327588",558,6,4
"chr10:128326903","chr10:128327927",16,6,6
"chr10:128327217","chr10:128327588",1,4,4
"chr10:128327217","chr10:128327927",58,4,6
"chr10:128328006","chr10:128328091",6,2,1
"chr10:128328006","chr10:128328097",15106,2,1
"chr10:128328222","chr10:128328470",2,4,3
"chr10:128328222","chr10:128329407",1,4,5
"chr10:128328615","chr10:128329202",2,3,1
"chr10:128328615","chr10:128329407",11,3,5
"chr10:128330353","chr10:128330434",3,5,1
"chr10:128330353","chr10:128330458",616,5,3
"chr10:128330353","chr10:128330922",5,5,3
"chr10:128382761","chr10:128383562",1,1,1
"chr10:128384299","chr10:128384404",7,3,1
"chr10:128384299","chr10:128384526",13936,3,3
"chr10:128384843","chr10:128384956",1115,2,4
"chr10:128399575","chr10:128401349",2,2,1
"chr10:128399575","chr10:128401608",16,2,1
"chr10:128460506","chr10:128461075",12067,4,3
"chr10:128460506","chr10:128461931",5,4,3
"chr10:128462110","chr10:128462327",2,2,1
"chr10:128462110","chr10:128462344",1118,2,1
"chr10:128478603","chr10:128479743",1,1,1
"chr10:128522878","chr10:128531897",1,2,1
"chr10:128522878","chr10:128532054",3,2,1
"chr10:128526169","chr10:128527478",1,1,1
"chr10:128584436","chr10:128586151",2,2,1
"chr10:128584436","chr10:128601015",8,2,1
"chr10:128613124","chr10:128625915",2,2,1
"chr10:128613124","chr10:128625919",1,2,1
"chr10:128657841","chr10:128660647",100,3,1
"chr10:128657841","chr10:128674315",1,3,4
"chr10:128669281","chr10:128674312",1,3,1
"chr10:128669281","chr10:128674315",1,3,4
"chr10:128682453","chr10:128684105",105,1,1
"chr10:128684659","chr10:128687025",30,3,1
"chr10:128684659","chr10:128689051",1,3,4
"chr10:128687052","chr10:128689051",30,2,4
"chr10:128708380","chr10:128718200",1,1,1
"chr10:128748171","chr10:128748306",231,1,1
"chr10:128755977","chr10:128756427",3099,4,2
"chr10:128755977","chr10:128758522",7,4,3
"chr10:128758596","chr10:128759243",23,1,1
"chr10:130314507","chr10:130333042",1,2,2
"chr10:130407540","chr10:130408114",1,3,1
"chr10:130407540","chr10:130408627",1,3,1
"chr10:130407540","chr10:130417258",1,3,1
"chr11:3071117","chr11:3071833",1,2,2
"chr11:3072149","chr11:3072493",1,2,2
"chr11:3076059","chr11:3077478",4,2,3
"chr11:3077645","chr11:3078928",2,2,2
"chr11:3079521","chr11:3079764",6,3,1
"chr11:3079521","chr11:3082248",2,3,7
"chr11:3079912","chr11:3080152",6,3,1
"chr11:3079912","chr11:3082248",2,3,7
"chr11:3081082","chr11:3081346",9,3,1
"chr11:3081082","chr11:3082248",156,3,7
"chr11:3082328","chr11:3082762",1,2,1
"chr11:3082328","chr11:3082886",5,2,1
"chr11:3184060","chr11:3184461",2,1,1
"chr11:3302378","chr11:3303276",1,2,2
"chr11:3402741","chr11:3402954",9,1,1
"chr11:3407958","chr11:3413899",2,2,1
"chr11:3407958","chr11:3423629",2,2,1
"chr11:3448313","chr11:3449299",1,1,1
"chr11:3466297","chr11:3466485",1,3,1
"chr11:3466297","chr11:3466841",8,3,4
"chr11:3466521","chr11:3466841",210,2,4
"chr11:3600448","chr11:3607183",1,2,1
"chr11:3600448","chr11:3608671",1,2,1
"chr11:3676576","chr11:3711948",1,1,1
"chr11:4076570","chr11:4085213",2,2,1
"chr11:4076570","chr11:4085734",1,2,1
"chr11:4090401","chr11:4090486",4,2,1
"chr11:4090401","chr11:4090501",1,2,1
"chr11:4599870","chr11:4601308",2,1,1
"chr11:4652221","chr11:4653249",1,11,1
"chr11:4652221","chr11:4653831",3,11,1
"chr11:4652221","chr11:4653903",2061,11,1
"chr11:4652221","chr11:4654007",12,11,1
"chr11:4652221","chr11:4654070",1,11,1
"chr11:4652221","chr11:4654100",141,11,2
"chr11:4652221","chr11:4654156",16321,11,4
"chr11:4652221","chr11:4654593",1,11,3
"chr11:4653990","chr11:4654156",241,2,4
"chr11:4744918","chr11:4749860",1,3,1
"chr11:4744918","chr11:4753677",1,3,3
"chr11:4824104","chr11:4832900",1,2,1
"chr11:4824104","chr11:4833367",1,2,1
"chr11:4834117","chr11:4838879",4,3,1
"chr11:4834117","chr11:4839096",1,3,3
"chr11:4897946","chr11:4936924",4,3,1
"chr11:4897946","chr11:4959529",6,3,3
"chr11:4959593","chr11:4962881",11,3,1
"chr11:4959593","chr11:4965605",1,3,3
"chr11:5008525","chr11:5008774",1,4,1
"chr11:5008525","chr11:5009418",1,4,1
"chr11:5008525","chr11:5009432",18,4,2
"chr11:5009558","chr11:5009705",12,6,1
"chr11:5009558","chr11:5009708",4,6,1
"chr11:5009558","chr11:5009797",65,6,1
"chr11:5009558","chr11:5017479",5,6,5
"chr11:5009558","chr11:5020243",1,6,1
"chr11:5020104","chr11:5020184",1,3,1
"chr11:5020104","chr11:5020227",1105,3,3
"chr11:5038147","chr11:5041858",5,2,3
"chr11:5049899","chr11:5050396",1,1,1
"chr11:5050296","chr11:5056783",1,6,3
"chr11:5050296","chr11:5059543",1,6,6
"chr11:5050296","chr11:5060689",1,6,4
"chr11:5051906","chr11:5062388",1,2,4
"chr11:5053350","chr11:5054020",1,3,1
"chr11:5053350","chr11:5062388",1,3,4
"chr11:5055057","chr11:5055457",1,3,1
"chr11:5055057","chr11:5059543",1,3,6
"chr11:5055718","chr11:5055799",186,2,1
"chr11:5055718","chr11:5055839",1,2,1
"chr11:5056970","chr11:5059543",3,6,6
"chr11:5056970","chr11:5060689",6,6,4
"chr11:5056970","chr11:5066879",3,6,4
"chr11:5066640","chr11:5072422",9,2,2
"chr11:5085432","chr11:5093826",1,1,1
"chr11:5436089","chr11:5445332",1,3,1
"chr11:5436089","chr11:5445589",1,3,1
"chr11:5436089","chr11:5452552",2,3,1
"chr11:5452698","chr11:5455231",6,2,1
"chr11:5452698","chr11:5455479",9,2,1
"chr11:5654733","chr11:5657152",2,4,1
"chr11:5654733","chr11:5657297",352,4,1
"chr11:5654733","chr11:5657486",2,4,3
"chr11:5676858","chr11:5691096",3,3,1
"chr11:5676858","chr11:5711880",1,3,2
"chr11:5715572","chr11:5730205",9,2,4
"chr11:5719244","chr11:5730205",1,2,4
"chr11:5730636","chr11:5732184",1,5,3
"chr11:5730636","chr11:5733891",2,5,5
"chr11:5730636","chr11:5738116",1,5,1
"chr11:5734681","chr11:5734794",51,3,3
"chr11:5734681","chr11:5734800",1,3,1
"chr11:6013086","chr11:6014868",1,3,1
"chr11:6013086","chr11:6015473",6,3,4
"chr11:6017952","chr11:6018068",3,2,1
"chr11:6017952","chr11:6018112",1,2,1
"chr11:6143477","chr11:6149780",1,3,1
"chr11:6143477","chr11:6149942",106,3,3
"chr11:6263980","chr11:6266764",1,2,1
"chr11:6263980","chr11:6266977",3,2,1
"chr11:6305093","chr11:6305290",8,2,1
"chr11:6305093","chr11:6306143",1,2,1
"chr11:6345873","chr11:6346231",1,2,1
"chr11:6345873","chr11:6346327",1,2,1
"chr11:6347687","chr11:6348261",1,3,1
"chr11:6347687","chr11:6348555",2,3,3
"chr11:6368315","chr11:6369112",196,3,1
"chr11:6368315","chr11:6369477",3,3,3
"chr11:6371394","chr11:6379095",2,2,3
"chr11:6379226","chr11:6383723",29,3,1
"chr11:6379226","chr11:6389375",3,3,2
"chr11:6476438","chr11:6478305",38,2,2
"chr11:6497030","chr11:6519963",2,3,1
"chr11:6497030","chr11:6534519",2,3,3
"chr11:6539569","chr11:6540752",3,1,1
"chr11:6548953","chr11:6549035",1,1,1
"chr11:6575214","chr11:6575383",36,2,1
"chr11:6575214","chr11:6575444",3,2,1
"chr11:7059113","chr11:7069390",1,1,1
"chr11:9972751","chr11:10183757",4,1,1
"chr11:12293918","chr11:12315104",1,1,1
"chr11:12336767","chr11:12414681",4,1,1
"chr11:16213251","chr11:16213356",3,4,1
"chr11:16213251","chr11:16231702",1,4,1
"chr11:16213251","chr11:16231840",1,4,1
"chr11:16213251","chr11:16231962",13,4,1
"chr11:16318377","chr11:16320140",1,2,1
"chr11:16318377","chr11:16424760",1,2,1
"chr11:16450561","chr11:16451298",1,2,1
"chr11:16450561","chr11:16451692",1,2,1
"chr11:16451808","chr11:16454737",4,3,1
"chr11:16451808","chr11:16456372",1,3,3
"chr11:16456473","chr11:16457979",31,5,1
"chr11:16456473","chr11:16458074",1,5,1
"chr11:16456473","chr11:16458078",106,5,1
"chr11:16456473","chr11:16458099",51,5,1
"chr11:16456473","chr11:16458103",931,5,1
"chr11:16958807","chr11:17000944",1,3,1
"chr11:16958807","chr11:17002182",1,3,2
"chr11:17002349","chr11:17004094",3,4,1
"chr11:17002349","chr11:17004620",1,4,1
"chr11:17002349","chr11:17004630",53,4,4
"chr11:17004782","chr11:17028399",11,3,1
"chr11:17004782","chr11:17048151",3,3,1
"chr11:17004782","chr11:17063292",2,3,1
"chr11:17890351","chr11:17895606",6,2,1
"chr11:17890351","chr11:17896291",1,2,1
"chr11:17902329","chr11:17902577",180,2,1
"chr11:17902329","chr11:17902582",6,2,1
"chr11:17902704","chr11:17903562",34,1,1
"chr11:17904086","chr11:17904792",2,3,1
"chr11:17904086","chr11:17906632",2,3,2
"chr11:19948298","chr11:19955781",11,1,1
"chr11:20050934","chr11:20062568",2,2,1
"chr11:20050934","chr11:20062804",4,2,1
"chr11:20095695","chr11:20101422",1,6,1
"chr11:20095695","chr11:20123504",19,6,1
"chr11:20095695","chr11:20142520",1,6,3
"chr11:20095695","chr11:20151550",5,6,2
"chr11:20179482","chr11:20180423",24,3,1
"chr11:20179482","chr11:20188465",1,3,3
"chr11:20188589","chr11:20189195",116,3,1
"chr11:20188589","chr11:20189642",1,3,1
"chr11:20188589","chr11:20189776",2,3,1
"chr11:20493761","chr11:20545129",2,1,1
"chr11:20636199","chr11:20642464",9,1,1
"chr11:20642589","chr11:20646750",2,1,1
"chr11:20653834","chr11:20675684",1,2,3
"chr11:21092658","chr11:21092806",6,2,1
"chr11:21092658","chr11:21096914",5,2,1
"chr11:21213355","chr11:21214629",2,2,1
"chr11:21213355","chr11:21214665",1,2,1
"chr11:21273304","chr11:21278870",47,2,1
"chr11:21273304","chr11:21279034",1,2,1
"chr11:21304407","chr11:21320186",5,2,1
"chr11:21304407","chr11:21321014",15,2,1
"chr11:21507569","chr11:21508461",3697,3,1
"chr11:21507569","chr11:21509191",3,3,3
"chr11:21512988","chr11:21514040",35,1,1
"chr11:21807610","chr11:21834983",5,1,1
"chr11:22003556","chr11:22006529",1,1,1
"chr11:22235875","chr11:22236681",3,2,1
"chr11:22235875","chr11:22237002",2,2,1
"chr11:22768899","chr11:22923174",1,4,4
"chr11:22768899","chr11:22923176",21,4,3
"chr11:22787196","chr11:22809493",9,2,1
"chr11:22787196","chr11:22810217",1,2,1
"chr11:22810580","chr11:22810839",2,1,1
"chr11:22850058","chr11:22906152",3,4,1
"chr11:22850058","chr11:22906410",753,4,1
"chr11:22850058","chr11:22932078",13,4,4
"chr11:22906693","chr11:22921772",1,4,2
"chr11:22906693","chr11:22932078",12,4,4
"chr11:22916006","chr11:22916114",1,1,1
"chr11:22971134","chr11:22973429",9,3,4
"chr11:22971134","chr11:22973432",1,3,1
"chr11:23206718","chr11:23211834",18,1,1
"chr11:23211967","chr11:23217661",22,1,1
"chr11:23217764","chr11:23221132",2,2,2
"chr11:23257017","chr11:23270660",484,4,5
"chr11:23257017","chr11:23283438",14,4,5
"chr11:23270749","chr11:23281297",1,3,1
"chr11:23270749","chr11:23283438",2464,3,5
"chr11:23311717","chr11:23312576",3,1,1
"chr11:23312613","chr11:23313057",11,4,2
"chr11:23312613","chr11:23313790",1,4,3
"chr11:23423055","chr11:23423169",1,1,1
"chr11:23434182","chr11:23435494",1,2,1
"chr11:23434182","chr11:23436817",1,2,1
"chr11:23440721","chr11:23440987",8,2,1
"chr11:23440721","chr11:23441012",83,2,1
"chr11:23445065","chr11:23446690",11,2,1
"chr11:23445065","chr11:23446786",1,2,1
"chr11:23515137","chr11:23516118",1,3,1
"chr11:23515137","chr11:23526730",3,3,3
"chr11:23538735","chr11:23539950",9,1,1
"chr11:23567197","chr11:23570228",54,1,1
"chr11:23581335","chr11:23583111",1,3,1
"chr11:23581335","chr11:23583492",1,3,3
"chr11:23841905","chr11:23845021",11,1,1
"chr11:23972051","chr11:23990342",2,1,1
"chr11:23991092","chr11:23997777",4,13,1
"chr11:23991092","chr11:24000174",4,13,1
"chr11:23991092","chr11:24005704",4,13,1
"chr11:23991092","chr11:24007974",1,13,1
"chr11:23991092","chr11:24008769",16,13,1
"chr11:23991092","chr11:24010758",1,13,1
"chr11:23991092","chr11:24025019",15,13,1
"chr11:23991092","chr11:24025744",239,13,3
"chr11:23991092","chr11:24026213",75,13,1
"chr11:23991092","chr11:24026312",1,13,1
"chr11:23991092","chr11:24028660",12,13,1
"chr11:23991092","chr11:24031889",1,13,1
"chr11:24729663","chr11:24736145",2,2,1
"chr11:24729663","chr11:24793479",1,2,1
"chr11:25553037","chr11:25553935",6,3,1
"chr11:25553037","chr11:25569509",1,3,4
"chr11:25569573","chr11:25598011",37,6,3
"chr11:25569573","chr11:25601935",1,6,3
"chr11:25569573","chr11:25936750",3,6,5
"chr11:25602069","chr11:25634841",1,4,2
"chr11:25602069","chr11:25936750",2,4,5
"chr11:25936813","chr11:25986842",2,4,1
"chr11:25936813","chr11:26031479",1,4,3
"chr11:25936813","chr11:26160490",5,4,1
"chr11:26384501","chr11:26407698",1,1,1
"chr11:26419769","chr11:26420876",67,2,2
"chr11:28338949","chr11:28342853",67,6,1
"chr11:28338949","chr11:28346045",20,6,3
"chr11:28338949","chr11:28384080",2,6,5
"chr11:28338949","chr11:28526386",1,6,1
"chr11:28346166","chr11:28349375",16,3,1
"chr11:28346166","chr11:28384080",13,3,5
"chr11:29161256","chr11:29161606",85,2,1
"chr11:29161256","chr11:29161627",2,2,1
"chr11:29180674","chr11:29184357",281,3,1
"chr11:29180674","chr11:29194058",4,3,6
"chr11:29195151","chr11:29197014",42,1,1
"chr11:29403278","chr11:29405369",63,3,1
"chr11:29403278","chr11:29406457",1,3,3
"chr11:29411034","chr11:29411710",147,3,1
"chr11:29411034","chr11:29413119",3,3,4
"chr11:29476844","chr11:29479928",24,4,3
"chr11:29476844","chr11:29483225",6,4,6
"chr11:29480155","chr11:29480580",123,4,2
"chr11:29480155","chr11:29483225",71,4,6
"chr11:29496030","chr11:29496290",40321,2,3
"chr11:29496423","chr11:29496702",4297,2,2
"chr11:29562600","chr11:29564455",1,3,1
"chr11:29562600","chr11:29573103",5,3,2
"chr11:29595401","chr11:29598638",1,3,1
"chr11:29595401","chr11:29599956",1,3,3
"chr11:29656440","chr11:29683632",1,2,4
"chr11:29686499","chr11:29687979",19,2,1
"chr11:29686499","chr11:29690980",41,2,1
"chr11:29975101","chr11:29975544",1,2,1
"chr11:29975101","chr11:29975889",4,2,1
"chr11:30104403","chr11:30109293",474,3,1
"chr11:30104403","chr11:30169578",1,3,3
"chr11:30169773","chr11:30217947",2,1,1
"chr11:30218585","chr11:30218671",3,3,1
"chr11:30218585","chr11:30229439",5,3,4
"chr11:30396381","chr11:30582207",6,2,3
"chr11:30551061","chr11:30565302",1,1,1
"chr11:30806116","chr11:30809102",1,2,1
"chr11:30806116","chr11:30811347",1,2,1
