"junction","presence_in_cells","total_UMI"
"chr8:46617934-46622595_E",6,6
"chr8:47192972-47246527_E",6,6
"chr8:47644722-47644873_E",6,6
"chr8:55140813-55143038_E",6,6
"chr8:66935252-66936709_E",6,6
"chr8:69593739-69636625_E",6,6
"chr8:70758386-70759148_E",6,6
"chr8:70981917-70982040_E",6,6
"chr8:71052408-71053045_E",6,6
"chr8:71227997-71229250_E",6,6
"chr8:88389136-88413056_E",6,6
"chr8:96426786-96432815_E",6,6
"chr8:106351108-106362751_E",6,6
"chr8:107906075-107910209_E",6,6
"chr8:110433052-110436042_E",6,6
"chr8:111760896-111763540_E",6,6
"chr8:121399632-121399973_E",6,6
"chr8:123340767-123340898_E",6,6
"chr8:123374518-123377068_E",6,6
"chr8:123626889-123635406_E",6,6
"chr8:123627438-123635406_E",6,6
"chr9:3335749-3338455_E",6,6
"chr9:9059161-9074909_E",6,6
"chr9:26431023-26460799_E",6,6
"chr9:37136587-37136999_E",6,6
"chr9:37455996-37456566_E",6,6
"chr9:40238735-40244740_E",6,6
"chr9:40244952-40287208_E",6,6
"chr9:42881079-42882288_E",6,6
"chr9:50515658-50516232_E",6,6
"chr9:50519234-50520671_E",6,6
"chr9:50590663-50592786_E",6,6
"chr9:57292661-57306043_E",6,6
"chr9:57306129-57342185_E",6,6
"chr9:59563933-59572482_E",6,6
"chr9:63247716-63250668_E",6,6
"chr9:72176052-72182817_E",6,6
"chr9:72387281-72387878_E",6,6
"chr9:72920609-72922613_E",6,6
"chr9:73020866-73022169_E",6,6
"chr9:75023579-75027954_E",6,6
"chr9:81514333-81524599_E",6,6
"chr9:85705179-85724804_E",6,6
"chr9:86904307-86908999_E",6,6
"chr9:95737614-95739418_E",6,6
"chr9:108521568-108522131_E",6,6
"chr9:111955608-111956346_E",6,6
"chr9:112016835-112063377_E",6,6
"chr9:119717669-119722592_E",6,6
"chr9:121221118-121260544_E",6,6
"chr9:121428120-121431910_E",6,6
"chr9:122777174-122779869_E",6,6
"chr10:12633576-12637389_E",6,6
"chr10:13880020-13942326_E",6,6
"chr10:29023750-29026239_E",6,6
"chr10:39608610-39659138_E",6,6
"chr10:40759606-40796243_E",6,6
"chr10:43003927-43033903_E",6,6
"chr10:43098057-43174794_E",6,6
"chr10:61572538-61574806_E",6,6
"chr10:63231643-63233017_E",6,6
"chr10:68079060-68113759_E",6,6
"chr10:75355295-75371094_E",6,6
"chr10:75772280-75773408_E",6,6
"chr10:80766384-80766862_E",6,6
"chr10:81425331-81426186_E",6,6
"chr10:82545052-82545797_E",6,6
"chr10:87751212-87766536_E",6,6
"chr10:93698896-93701268_E",6,6
"chr10:94514310-94524094_E",6,6
"chr10:97518521-97588367_E",6,6
"chr10:102980758-102981267_E",6,6
"chr10:108641317-108666966_E",6,6
"chr10:116254312-116282231_E",6,6
"chr10:120059788-120060538_E",6,6
"chr10:126723564-126727508_E",6,6
"chr10:127003751-127005612_E",6,6
"chr10:127005712-127005846_E",6,6
"chr10:127126761-127129580_E",6,6
"chr10:128251171-128264459_E",6,6
"chr10:128271454-128272336_E",6,6
"chr11:4897946-4959529_E",6,6
"chr11:5020122-5020227_E",6,6
"chr11:5056970-5060689_E",6,6
"chr11:5951393-5965449_E",6,6
"chr11:6013086-6015473_E",6,6
"chr11:24030740-24035320_E",6,6
"chr11:29411995-29413119_E",6,6
"chr11:29476844-29483225_E",6,6
"chr11:30218728-30229439_E",6,6
"chr11:30396381-30582207_E",6,6
"chr11:32592936-32630200_E",6,6
"chr11:43324647-43327180_E",6,6
"chr11:50298752-50301392_E",6,6
"chr11:50803232-50806935_E",6,6
"chr11:50950982-50951686_E",6,6
"chr11:51879528-51888644_E",6,6
"chr11:51924439-51975197_E",6,6
"chr11:57398454-57400203_E",6,6
"chr11:59076865-59077225_E",6,6
"chr11:59095082-59096474_E",6,6
"chr11:61399995-61400295_E",6,6
"chr11:61435155-61436975_E",6,6
"chr11:61437738-61444335_E",6,6
"chr11:62183045-62188510_E",6,6
"chr11:62218073-62220266_E",6,6
"chr11:65707407-65712755_E",6,6
"chr11:67487526-67493933_E",6,6
"chr11:69215789-69216383_E",6,6
"chr11:70105311-70106962_E",6,6
"chr11:70127038-70128356_E",6,6
"chr11:76298269-76300467_E",6,6
"chr11:76300665-76301952_E",6,6
"chr11:77090980-77107492_E",6,6
"chr11:77985618-78033918_E",6,6
"chr11:85244060-85245713_E",6,6
"chr11:87020644-87031310_E",6,6
"chr11:98631514-98644115_E",6,6
"chr11:99119145-99119322_E",6,6
"chr11:102399038-102418919_E",6,6
"chr11:102418993-102429107_E",6,6
"chr11:103079392-103081471_E",6,6
"chr11:105481076-105515860_E",6,6
"chr11:106050033-106050173_E",6,6
"chr11:113580048-113583220_E",6,6
"chr11:115306670-115306840_E",6,6
"chr11:115656380-115668073_E",6,6
"chr11:115671794-115676265_E",6,6
"chr11:115971507-115972057_E",6,6
"chr11:120602305-120602528_E",6,6
"chr12:3287661-3288063_E",6,6
"chr12:3879298-3879423_E",6,6
"chr12:4156985-4163533_E",6,6
"chr12:4689795-4699982_E",6,6
"chr12:20946730-20952270_E",6,6
"chr12:21218278-21249544_E",6,6
"chr12:21322150-21324766_E",6,6
"chr12:24716221-24716765_E",6,6
"chr12:25104034-25111216_E",6,6
"chr12:28683830-28684207_E",6,6
"chr12:29833675-29861371_E",6,6
"chr12:31542176-31544589_E",6,6
"chr12:55908240-55909918_E",6,6
"chr12:65037865-65039318_E",6,6
"chr12:69369125-69371005_E",6,6
"chr12:69788591-69790002_E",6,6
"chr12:76851278-76868967_E",6,6
"chr12:78459208-78501530_E",6,6
"chr12:78539085-78551390_E",6,6
"chr12:81432234-81432946_E",6,6
"chr12:87494377-87496062_E",6,6
"chr12:91539408-91553473_E",6,6
"chr12:102720426-102723799_E",6,6
"chr12:103403965-103405659_E",6,6
"chr12:104705108-104718006_E",6,6
"chr12:106036875-106039877_E",6,6
"chr12:107956087-107969344_E",6,6
"chr12:108521473-108614573_E",6,6
"chr12:111506122-111506563_E",6,6
"chr13:14344657-14355804_E",6,6
"chr13:15990574-16185013_E",6,6
"chr13:21633504-21633610_E",6,6
"chr13:29137481-29141871_E",6,6
"chr13:34221753-34228406_E",6,6
"chr13:34314055-34350043_E",6,6
"chr13:34314055-34361963_E",6,6
"chr13:45888655-45948984_E",6,6
"chr13:47178954-47180727_E",6,6
"chr13:53043232-53052685_E",6,6
"chr13:54225952-54239467_E",6,6
"chr13:54704460-54707010_E",6,6
"chr13:54704460-54712994_E",6,6
"chr13:54741856-54746534_E",6,6
"chr13:56237671-56243936_E",6,6
"chr13:56252809-56276089_E",6,6
"chr13:56850945-56871241_E",6,6
"chr13:59681054-59684062_E",6,6
"chr13:67055248-67062690_E",6,6
"chr13:73468180-73475534_E",6,6
"chr13:76727937-76789830_E",6,6
"chr13:77198161-77199267_E",6,6
"chr13:81944297-81944772_E",6,6
"chr13:83671829-83673154_E",6,6
"chr13:83882826-84020774_E",6,6
"chr13:95232233-95237396_E",6,6
"chr13:98076069-98078960_E",6,6
"chr13:103897103-103897537_E",6,6
"chr13:108181243-108182958_E",6,6
"chr13:110309663-110317512_E",6,6
"chr13:114453566-114524494_E",6,6
"chr13:120240057-120244307_E",6,6
"chr14:7760406-7762017_E",6,6
"chr14:20842810-20846401_E",6,6
"chr14:38734056-39193928_E",6,6
"chr14:46623463-46626499_E",6,6
"chr14:55819583-55822135_E",6,6
"chr14:59802045-59806396_E",6,6
"chr14:59805469-59806396_E",6,6
"chr14:67225225-67226583_E",6,6
"chr14:67276419-67307683_E",6,6
"chr14:69659449-69740430_E",6,6
"chr14:76083834-76084683_E",6,6
"chr14:78740463-78745164_E",6,6
"chr14:78753898-78755612_E",6,6
"chr14:103500258-103513224_E",6,6
"chr15:4172355-4183209_E",6,6
"chr15:5215054-5219062_E",6,6
"chr15:5215250-5219062_E",6,6
"chr15:5219285-5237849_E",6,6
"chr15:8199879-8201176_E",6,6
"chr15:17477820-17485850_E",6,6
"chr15:27623445-27630543_E",6,6
"chr15:34822573-34833965_E",6,6
"chr15:36793920-36794388_E",6,6
"chr15:38312602-38336050_E",6,6
"chr15:42939362-42941494_E",6,6
"chr15:44291567-44292955_E",6,6
"chr15:57899931-57911957_E",6,6
"chr15:59493944-59494480_E",6,6
"chr15:63894470-63932043_E",6,6
"chr15:71432983-71493850_E",6,6
"chr15:73258270-73259374_E",6,6
"chr15:76588066-76588153_E",6,6
"chr15:77001268-77016916_E",6,6
"chr15:79423180-79423519_E",6,6
"chr15:81695922-81699144_E",6,6
"chr15:91636564-91639992_E",6,6
"chr15:92059543-92114196_E",6,6
"chr15:99300051-99302294_E",6,6
"chr15:99419154-99422581_E",6,6
"chr15:102697342-102697530_E",6,6
"chr16:4693734-4694225_E",6,6
"chr16:4752104-4754759_E",6,6
"chr16:5249564-5267857_E",6,6
"chr16:11021612-11025355_E",6,6
"chr16:13650037-13650200_E",6,6
"chr16:16124483-16125073_E",6,6
"chr16:20492406-20492617_E",6,6
"chr16:32245060-32245675_E",6,6
"chr16:33942066-33952134_E",6,6
"chr16:44914789-44915234_E",6,6
"chr16:55845001-55849965_E",6,6
"chr16:60346877-60425226_E",6,6
"chr16:77352856-77391509_E",6,6
"chr16:77393848-77488122_E",6,6
"chr16:84852578-84853211_E",6,6
"chr16:91468354-91472288_E",6,6
"chr16:91500503-91504112_E",6,6
"chr16:94184926-94185642_E",6,6
"chr17:9161860-9163201_E",6,6
"chr17:12489082-12491300_E",6,6
"chr17:15166650-15166916_E",6,6
"chr17:21754739-21756084_E",6,6
"chr17:24383187-24383706_E",6,6
"chr17:24906715-24908694_E",6,6
"chr17:25488454-25492294_E",6,6
"chr17:26184502-26204444_E",6,6
"chr17:26343683-26344230_E",6,6
"chr17:26419073-26419164_E",6,6
"chr17:26473019-26474004_E",6,6
"chr17:26934749-26976778_E",6,6
"chr17:27185948-27189472_E",6,6
"chr17:28539831-28545125_E",6,6
"chr17:32472175-32503491_E",6,6
"chr17:33911128-33915010_E",6,6
"chr17:34046883-34048640_E",6,6
"chr17:34245445-34245824_E",6,6
"chr17:34246270-34246379_E",6,6
"chr17:34334803-34335171_E",6,6
"chr17:35101408-35114382_E",6,6
"chr17:36566992-36568333_E",6,6
"chr17:43975157-43977790_E",6,6
"chr17:45352274-45430029_E",6,6
"chr17:45760118-45760360_E",6,6
"chr17:46566266-46566584_E",6,6
"chr17:47905909-47997798_E",6,6
"chr17:56212981-56239112_E",6,6
"chr17:64171051-64214275_E",6,6
"chr17:83776913-83811528_E",6,6
"chr17:95126373-95127763_E",6,6
"chr18:3273579-3280948_E",6,6
"chr18:5567591-5583011_E",6,6
"chr18:6454394-6455188_E",6,6
"chr18:7869092-7869990_E",6,6
"chr18:12282046-12282575_E",6,6
"chr18:25315207-25336917_E",6,6
"chr18:29663068-29671935_E",6,6
"chr18:34482857-34505457_E",6,6
"chr18:36870633-36870721_E",6,6
"chr18:37887974-37888416_E",6,6
"chr18:40375981-40378314_E",6,6
"chr18:40378434-40390588_E",6,6
"chr18:44801958-44805289_E",6,6
"chr18:54070021-54081119_E",6,6
"chr18:61934480-61938136_E",6,6
"chr18:68849915-68868168_E",6,6
"chr18:77018456-77027263_E",6,6
"chr18:77032228-77038808_E",6,6
"chr18:78076607-78077978_E",6,6
"chr18:90607459-90608954_E",6,6
"chr19:4242271-4242743_E",6,6
"chr19:5852100-5852390_E",6,6
"chr19:7445233-7460303_E",6,6
"chr19:10018371-10019065_E",6,6
"chr19:10156707-10160483_E",6,6
"chr19:10509364-10510183_E",6,6
"chr19:27960347-27987085_E",6,6
"chr19:40341010-40351645_E",6,6
"chr19:40362062-40370964_E",6,6
"chr19:42271677-42272561_E",6,6
"chr19:42271788-42272561_E",6,6
"chr19:42293255-42297495_E",6,6
"chr19:42312288-42322314_E",6,6
"chr19:45560438-45560843_E",6,6
"chr19:53921043-53921881_E",6,6
"chrX:7569823-7571538_E",6,6
"chrX:7789027-7789146_E",6,6
"chrX:17425049-17434271_E",6,6
"chrX:40761314-40765216_E",6,6
"chrX:46976076-46981102_E",6,6
"chrX:47005432-47009037_E",6,6
"chrX:50560284-50768766_E",6,6
"chrX:52708167-52715289_E",6,6
"chrX:58112960-58171253_E",6,6
"chrX:67748987-67751647_E",6,6
"chrX:70600107-70601658_E",6,6
"chrX:71596458-71699612_E",6,6
"chrX:72700756-72700836_E",6,6
"chrX:72833727-72834259_E",6,6
"chrX:74558035-74560694_E",6,6
"chrX:92857675-92875452_E",6,6
"chrX:102540137-102550406_E",6,6
"chrX:102540137-102568472_E",6,6
"chrX:102568603-102573250_E",6,6
"chrX:104943600-104972705_E",6,6
"chrX:128726697-128803648_E",6,6
"chrX:134741674-134741969_E",6,6
"chrX:134749489-134775080_E",6,6
"chrX:135640327-135640553_E",6,6
"chrX:151122389-151122628_E",6,6
"chrX:152515525-152524035_E",6,6
"chrX:156259945-156274287_E",6,6
"chrX:156613025-156636090_E",6,6
"chrX:158242480-158245109_E",6,6
"chrY:90748579-90749569_E",6,6
"chrY:90796374-90796858_E",6,6
"chr13:61082843-61083143_E",5,39
"chr16:31116395-31119212_E",5,7
"chr1:78585581-78873293_S",5,6
"chr2:75116082-75131986_S",5,6
"chr2:113853759-113858188_S",5,6
"chr3:34732305-34734831_S",5,6
"chr4:32836434-32860321_S",5,6
"chr4:42895282-42900930_S",5,6
"chr4:82772353-82777726_S",5,6
"chr5:143534890-143548511_S",5,6
"chr8:124494466-124497615_S",5,6
"chr9:8120789-8130196_S",5,6
"chr9:37517167-37524851_S",5,6
"chr9:47182098-47279509_S",5,6
"chr9:101719408-101739527_S",5,6
"chr9:120002442-120002560_S",5,6
"chr11:121254391-121278823_S",5,6
"chr12:53295531-53401127_S",5,6
"chr12:61546621-61567743_S",5,6
"chr14:63370916-63371413_S",5,6
"chr15:54783095-54783324_S",5,6
"chr17:70969805-71068069_S",5,6
"chr18:82593759-82597060_S",5,6
"chr19:7174979-7175066_S",5,6
"chr1:78585581-78873293_E",5,6
"chr2:75116082-75131986_E",5,6
"chr3:34732305-34734831_E",5,6
"chr4:32836434-32860321_E",5,6
"chr4:42895282-42900930_E",5,6
"chr4:82772353-82777726_E",5,6
"chr5:143534890-143548511_E",5,6
"chr8:124494466-124497615_E",5,6
"chr9:8120789-8130196_E",5,6
"chr9:20986965-20987259_E",5,6
"chr9:37517167-37524851_E",5,6
"chr10:76072656-76073583_E",5,6
"chr12:61546621-61567743_E",5,6
"chr13:16185160-16186784_E",5,6
"chr13:54702972-54704339_E",5,6
"chr13:94441426-94442520_E",5,6
"chr15:100448786-100449205_E",5,6
"chr17:25738101-25741290_E",5,6
"chr17:70969805-71068069_E",5,6
"chr18:82593759-82597060_E",5,6
"chr19:7174979-7175066_E",5,6
"chrX:149432652-149433429_E",5,6
"chr1:10166239-10178593_S",5,5
"chr1:19135266-19174893_S",5,5
"chr1:30863601-30876185_S",5,5
"chr1:32283109-32372546_S",5,5
"chr1:37438002-37442529_S",5,5
"chr1:37529475-37534953_S",5,5
"chr1:39581684-39583972_S",5,5
"chr1:42706164-42733555_S",5,5
"chr1:42992394-43071111_S",5,5
"chr1:43799725-43804049_S",5,5
"chr1:51172278-51219410_S",5,5
"chr1:53360370-53360654_S",5,5
"chr1:60127316-60128410_S",5,5
"chr1:66455710-66455890_S",5,5
"chr1:75220306-75221437_S",5,5
"chr1:75252362-75254845_S",5,5
"chr1:77531966-77532547_S",5,5
"chr1:78585581-78887740_S",5,5
"chr1:78585583-78711673_S",5,5
"chr1:78585583-78886720_S",5,5
"chr1:78585585-78699044_S",5,5
"chr1:78585587-78632505_S",5,5
"chr1:78585587-78784846_S",5,5
"chr1:78585590-78635975_S",5,5
"chr1:78585593-78699052_S",5,5
"chr1:78585593-78784957_S",5,5
"chr1:82705058-82705787_S",5,5
"chr1:87331569-87334705_S",5,5
"chr1:90365580-90378945_S",5,5
"chr1:97963958-97964363_S",5,5
"chr1:120088387-120093864_S",5,5
"chr1:127829436-127831408_S",5,5
"chr1:131855955-131857304_S",5,5
"chr1:132547259-132548662_S",5,5
"chr1:132842981-132843165_S",5,5
"chr1:135074839-135080208_S",5,5
"chr1:138781411-138782457_S",5,5
"chr1:143677972-143678665_S",5,5
"chr1:152550775-152641657_S",5,5
"chr1:152962210-152964529_S",5,5
"chr1:155443428-155446851_S",5,5
"chr1:156735289-156767058_S",5,5
"chr1:160864423-160865564_S",5,5
"chr1:160864423-160866026_S",5,5
"chr1:160970289-160978534_S",5,5
"chr1:163607472-163610558_S",5,5
"chr1:165421247-165429318_S",5,5
"chr1:166098188-166099778_S",5,5
"chr1:170342256-170384272_S",5,5
"chr1:171196721-171259460_S",5,5
"chr1:175902092-175967527_S",5,5
"chr1:180270289-180310692_S",5,5
"chr2:18300520-18311783_S",5,5
"chr2:20121865-20294704_S",5,5
"chr2:26803671-26805443_S",5,5
"chr2:29717448-29722703_S",5,5
"chr2:37319936-37320820_S",5,5
"chr2:37537298-37587822_S",5,5
"chr2:40501521-40519618_S",5,5
"chr2:49648935-49661175_S",5,5
"chr2:53043541-53046634_S",5,5
"chr2:53080113-53081034_S",5,5
"chr2:61458184-61474058_S",5,5
"chr2:65229648-65233311_S",5,5
"chr2:67578649-67708171_S",5,5
"chr2:69620301-69620629_S",5,5
"chr2:70600420-70655536_S",5,5
"chr2:72818189-72818715_S",5,5
"chr2:73681327-73684138_S",5,5
"chr2:75078864-75131986_S",5,5
"chr2:75103588-75115959_S",5,5
"chr2:76329767-76354232_S",5,5
"chr2:78702817-78841957_S",5,5
"chr2:92209681-92211380_S",5,5
"chr2:92210820-92211317_S",5,5
"chr2:92430494-92438611_S",5,5
"chr2:102913401-102917457_S",5,5
"chr2:105800862-105811326_S",5,5
"chr2:105832421-105833438_S",5,5
"chr2:109862785-109867749_S",5,5
"chr2:113158177-113182068_S",5,5
"chr2:115893902-115895282_S",5,5
"chr2:115897522-115898667_S",5,5
"chr2:115905087-115905307_S",5,5
"chr2:118702029-118703365_S",5,5
"chr2:118857869-118859788_S",5,5
"chr2:119522708-119525502_S",5,5
"chr2:119581030-119581144_S",5,5
"chr2:120972785-120973004_S",5,5
"chr2:128951430-129023226_S",5,5
"chr2:130246434-130263809_S",5,5
"chr2:131124689-131125158_S",5,5
"chr2:138109129-138120865_S",5,5
"chr2:139899420-139908673_S",5,5
"chr2:140010376-140011045_S",5,5
"chr2:140029704-140030634_S",5,5
"chr2:140294607-140487352_S",5,5
"chr2:153184785-153187796_S",5,5
"chr2:154980193-155005312_S",5,5
"chr2:155119737-155119790_S",5,5
"chr2:156356131-156366800_S",5,5
"chr2:156506904-156542525_S",5,5
"chr2:157402181-157402367_S",5,5
"chr2:157779162-157785776_S",5,5
"chr2:162803877-162804041_S",5,5
"chr2:164303450-164305220_S",5,5
"chr2:164303450-164314057_S",5,5
"chr2:164328608-164330161_S",5,5
"chr2:165627659-165629083_S",5,5
"chr2:165717696-165726098_S",5,5
"chr2:165736824-165790549_S",5,5
"chr2:173427975-173428341_S",5,5
"chr2:181024497-181025050_S",5,5
"chr2:181150061-181152296_S",5,5
"chr2:181150061-181156872_S",5,5
"chr3:8625368-8626473_S",5,5
"chr3:14671469-14672009_S",5,5
"chr3:19748704-19751652_S",5,5
"chr3:21847390-21854817_S",5,5
"chr3:29207751-29568036_S",5,5
"chr3:33857354-33857598_S",5,5
"chr3:33858221-33858569_S",5,5
"chr3:33861083-33861987_S",5,5
"chr3:34730120-34734831_S",5,5
"chr3:37363331-37364085_S",5,5
"chr3:65591528-65691242_S",5,5
"chr3:85464745-85480585_S",5,5
"chr3:87821998-87823235_S",5,5
"chr3:88063833-88065340_S",5,5
"chr3:88134932-88136318_S",5,5
"chr3:89997387-89998319_S",5,5
"chr3:105624132-105624271_S",5,5
"chr3:110043347-110050215_S",5,5
"chr3:123099570-123121156_S",5,5
"chr3:125476972-125491553_S",5,5
"chr3:129640264-129640483_S",5,5
"chr3:132382900-132388962_S",5,5
"chr3:134935966-134937125_S",5,5
"chr3:135042336-135048030_S",5,5
"chr3:145464920-145551459_S",5,5
"chr3:146673925-146685385_S",5,5
"chr3:151940208-151941104_S",5,5
"chr3:152080427-152080527_S",5,5
"chr3:158059105-158158328_S",5,5
"chr4:19659748-19661965_S",5,5
"chr4:21857369-21860819_S",5,5
"chr4:24962445-24962910_S",5,5
"chr4:40755838-40756653_S",5,5
"chr4:41524415-41569176_S",5,5
"chr4:43581677-43582859_S",5,5
"chr4:43757599-43759258_S",5,5
"chr4:46135595-46138491_S",5,5
"chr4:48614984-48617234_S",5,5
"chr4:57943968-57950838_S",5,5
"chr4:63463237-63468181_S",5,5
"chr4:70146962-70147405_S",5,5
"chr4:70146962-70153583_S",5,5
"chr4:77288379-77466646_S",5,5
"chr4:82775222-82777987_S",5,5
"chr4:84923282-84924641_S",5,5
"chr4:99677917-99686932_S",5,5
"chr4:101365380-101389194_S",5,5
"chr4:114272270-114273463_S",5,5
"chr4:118484204-118487937_S",5,5
"chr4:119459690-119473704_S",5,5
"chr4:120374275-120379651_S",5,5
"chr4:124996825-125003369_S",5,5
"chr4:126044590-126044669_S",5,5
"chr4:126787260-126792088_S",5,5
"chr4:126972340-126980767_S",5,5
"chr4:130468868-130471003_S",5,5
"chr4:132265600-132269031_S",5,5
"chr4:133853592-133853731_S",5,5
"chr4:135069885-135069975_S",5,5
"chr4:137810300-137823219_S",5,5
"chr4:137810300-137824062_S",5,5
"chr4:141190719-141190983_S",5,5
"chr4:141361790-141366986_S",5,5
"chr4:142838348-142858279_S",5,5
"chr4:142868805-142888233_S",5,5
"chr4:148702163-148703130_S",5,5
"chr4:150985552-150991496_S",5,5
"chr4:151914994-151946081_S",5,5
"chr4:154107911-154108050_S",5,5
"chr4:154982027-154982584_S",5,5
"chr4:155816503-155817935_S",5,5
"chr4:156050160-156050322_S",5,5
"chr5:5299229-5423457_S",5,5
"chr5:5502068-5505896_S",5,5
"chr5:8142832-8145072_S",5,5
"chr5:23307647-23426862_S",5,5
"chr5:23733061-23880717_S",5,5
"chr5:23880773-23880855_S",5,5
"chr5:25972737-25982000_S",5,5
"chr5:29400907-29401577_S",5,5
"chr5:30486605-30499007_S",5,5
"chr5:31052544-31053109_S",5,5
"chr5:31330406-31331111_S",5,5
"chr5:38316376-38316642_S",5,5
"chr5:38422315-38426402_S",5,5
"chr5:64886065-64895813_S",5,5
"chr5:67473189-67484195_S",5,5
"chr5:71858216-72026741_S",5,5
"chr5:74197775-74226307_S",5,5
"chr5:76421891-76434712_S",5,5
"chr5:77015182-77018363_S",5,5
"chr5:81477808-81535621_S",5,5
"chr5:86206106-86209862_S",5,5
"chr5:99890403-99899114_S",5,5
"chr5:106705923-106716806_S",5,5
"chr5:106814712-106844099_S",5,5
"chr5:107524229-107524875_S",5,5
"chr5:108213832-108228690_S",5,5
"chr5:108517545-108520388_S",5,5
"chr5:114203748-114229212_S",5,5
"chr5:114574869-114575110_S",5,5
"chr5:115448702-115455530_S",5,5
"chr5:115468718-115470175_S",5,5
"chr5:122032628-122292459_S",5,5
"chr5:122747417-122748140_S",5,5
"chr5:122872309-122875050_S",5,5
"chr5:124099402-124104898_S",5,5
"chr5:124466293-124478671_S",5,5
"chr5:124548443-124551247_S",5,5
"chr5:125132940-125134905_S",5,5
"chr5:128656350-128661227_S",5,5
"chr5:131562712-131644795_S",5,5
"chr5:136144610-136145153_S",5,5
"chr5:137565331-137567567_S",5,5
"chr5:142956441-142957650_S",5,5
"chr5:143315109-143318065_S",5,5
"chr5:144037595-144066170_S",5,5
"chr5:145124044-145125002_S",5,5
"chr6:8558587-8573181_S",5,5
"chr6:12007106-12007703_S",5,5
"chr6:24518814-24527524_S",5,5
"chr6:29422097-29423278_S",5,5
"chr6:30743072-30744352_S",5,5
"chr6:30873177-30873595_S",5,5
"chr6:30874179-30876863_S",5,5
"chr6:31312998-31313709_S",5,5
"chr6:31552367-31552453_S",5,5
"chr6:32869311-32870326_S",5,5
"chr6:38417483-38438409_S",5,5
"chr6:38528844-38561975_S",5,5
"chr6:39506457-39506625_S",5,5
"chr6:48419673-48420345_S",5,5
"chr6:51444276-51444370_S",5,5
"chr6:54465016-54477977_S",5,5
"chr6:55030191-55032734_S",5,5
"chr6:65745767-65750246_S",5,5
"chr6:77822568-77956402_S",5,5
"chr6:82097116-82102874_S",5,5
"chr6:89396801-89544568_S",5,5
"chr6:92682413-92682976_S",5,5
"chr6:96092736-96108713_S",5,5
"chr6:101331463-101339099_S",5,5
"chr6:110626318-110891287_S",5,5
"chr6:113444341-113444577_S",5,5
"chr6:115603928-115608175_S",5,5
"chr6:120389472-120392176_S",5,5
"chr6:121015565-121017342_S",5,5
"chr6:124977699-124978389_S",5,5
"chr6:128336318-128339801_S",5,5
"chr6:142702753-142710012_S",5,5
"chr6:146914017-146917719_S",5,5
"chr7:3620407-3620635_S",5,5
"chr7:3622507-3622976_S",5,5
"chr7:4796626-4797067_S",5,5
"chr7:4925639-4926209_S",5,5
"chr7:5083477-5085016_S",5,5
"chr7:5085121-5086661_S",5,5
"chr7:5098753-5098889_S",5,5
"chr7:12509586-12514498_S",5,5
"chr7:16008342-16009204_S",5,5
"chr7:23800994-23803829_S",5,5
"chr7:25076296-25116825_S",5,5
"chr7:25230888-25236160_S",5,5
"chr7:25230888-25273044_S",5,5
"chr7:28396201-28397053_S",5,5
"chr7:28701416-28702521_S",5,5
"chr7:29825267-29829480_S",5,5
"chr7:30093946-30094252_S",5,5
"chr7:30263727-30264519_S",5,5
"chr7:33985379-34012911_S",5,5
